epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,106.094,1.38401,0.66516,0.89095,0.96582,0.97619,0.98297,0.46963,1.78115,0.75682,0.91896,0.000812,0.000812,0.000812
182,106.668,1.41079,0.67659,0.87323,0.95894,0.96825,0.98192,0.46695,1.80973,0.76183,0.91721,0.0008054,0.0008054,0.0008054
183,107.242,1.3969,0.65779,0.87211,0.95894,0.96825,0.98192,0.46695,1.80973,0.76183,0.91721,0.0007988,0.0007988,0.0007988
184,107.804,1.40021,0.64982,0.87726,0.95998,0.96032,0.98318,0.45716,1.82982,0.77303,0.91848,0.0007922,0.0007922,0.0007922
185,108.363,1.40056,0.66032,0.87116,0.95283,0.96186,0.98178,0.48299,1.78025,0.76284,0.90913,0.0007856,0.0007856,0.0007856
186,108.938,1.37576,0.63808,0.86097,0.9601,0.95498,0.97209,0.48356,1.7395,0.75405,0.90497,0.000779,0.000779,0.000779
187,109.563,1.37431,0.66,0.88062,0.95936,0.93669,0.96992,0.47197,1.76391,0.77761,0.91115,0.0007724,0.0007724,0.0007724
188,110.143,1.39746,0.65484,0.87733,0.95936,0.93669,0.96992,0.47197,1.76391,0.77761,0.91115,0.0007658,0.0007658,0.0007658
189,110.756,1.36902,0.645,0.8615,0.95967,0.94433,0.96763,0.47328,1.75707,0.75029,0.91045,0.0007592,0.0007592,0.0007592
190,111.345,1.46422,0.7064,0.87764,0.9679,0.95731,0.96839,0.48414,1.72713,0.71937,0.90545,0.0007526,0.0007526,0.0007526
191,111.923,1.40625,0.68197,0.8932,0.96046,0.96398,0.96784,0.48835,1.72753,0.70507,0.90489,0.000746,0.000746,0.000746
192,112.597,1.43556,0.67944,0.89259,0.96584,0.96032,0.96973,0.48488,1.7489,0.71566,0.90542,0.0007394,0.0007394,0.0007394
193,113.24,1.35836,0.64367,0.89667,0.96584,0.96032,0.96973,0.48488,1.7489,0.71566,0.90542,0.0007328,0.0007328,0.0007328
194,113.832,1.40411,0.65889,0.86318,0.96795,0.95892,0.96943,0.48916,1.73325,0.72469,0.90428,0.0007262,0.0007262,0.0007262
